Question_id;Description;Rating;Human_component_id;Human_component;Behavior_id;Behavior;Answer_id;Answers;Answer_value
R7.5;Das Tool muss die Integration mit Konfigurationsmanagement-Tools unterstützen.;1;6;Entwickler, Tester;10;Toolintegration;380;Ist gleich verfügbar;3
R7.6;Das Tool muss die Integration mit Test-, Validierungs- und Verifizierungstools unterstützen.;4;7;Tester;10;Toolintegration;381;Ist nicht realisierbar;0
R7.6;Das Tool muss die Integration mit Test-, Validierungs- und Verifizierungstools unterstützen.;4;7;Tester;10;Toolintegration;382;Ist mit Editor hinzuzufügen;1
R7.6;Das Tool muss die Integration mit Test-, Validierungs- und Verifizierungstools unterstützen.;4;7;Tester;10;Toolintegration;383;Ist einfach hinzuzufügen;2
R7.6;Das Tool muss die Integration mit Test-, Validierungs- und Verifizierungstools unterstützen.;4;7;Tester;10;Toolintegration;384;Ist gleich verfügbar;3
R7.7;Das Tool muss die Integration mit Problemverfolgungstools unterstützen.;2;6;Entwickler, Tester;10;Toolintegration;385;Ist nicht realisierbar;0
R7.7;Das Tool muss die Integration mit Problemverfolgungstools unterstützen.;2;6;Entwickler, Tester;10;Toolintegration;386;Ist mit Editor hinzuzufügen;1
R7.7;Das Tool muss die Integration mit Problemverfolgungstools unterstützen.;2;6;Entwickler, Tester;10;Toolintegration;387;Ist einfach hinzuzufügen;2
R7.7;Das Tool muss die Integration mit Problemverfolgungstools unterstützen.;2;6;Entwickler, Tester;10;Toolintegration;388;Ist gleich verfügbar;3
R7.8;Das Tool muss die Integration mit Modellierungs- und Designtools unterstützen.;2;2;Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;389;Ist nicht realisierbar;0
R7.8;Das Tool muss die Integration mit Modellierungs- und Designtools unterstützen.;2;2;Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;390;Ist mit Editor hinzuzufügen;1
R7.8;Das Tool muss die Integration mit Modellierungs- und Designtools unterstützen.;2;2;Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;391;Ist einfach hinzuzufügen;2
R7.8;Das Tool muss die Integration mit Modellierungs- und Designtools unterstützen.;2;2;Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;392;Ist gleich verfügbar;3
R7.9;Das Tool muss die Integration mit Kommunikationstools wie E-Mail unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;393;Ist nicht realisierbar;0
R7.9;Das Tool muss die Integration mit Kommunikationstools wie E-Mail unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;394;Ist mit Editor hinzuzufügen;1
R7.9;Das Tool muss die Integration mit Kommunikationstools wie E-Mail unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;395;Ist einfach hinzuzufügen;2
R7.9;Das Tool muss die Integration mit Kommunikationstools wie E-Mail unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;396;Ist gleich verfügbar;3
R7.10;Das Tool muss die Integration mit Leistungsanalysetools unterstützen.;1;9;Entwickler;10;Toolintegration;397;Ist nicht realisierbar;0
R7.10;Das Tool muss die Integration mit Leistungsanalysetools unterstützen.;1;9;Entwickler;10;Toolintegration;398;Ist mit Editor hinzuzufügen;1
R7.10;Das Tool muss die Integration mit Leistungsanalysetools unterstützen.;1;9;Entwickler;10;Toolintegration;399;Ist einfach hinzuzufügen;2
R7.10;Das Tool muss die Integration mit Leistungsanalysetools unterstützen.;1;9;Entwickler;10;Toolintegration;400;Ist gleich verfügbar;3
R7.11;Das Tool muss die Integration mit Projektmanagement-Tools unterstützen.;4;8;Projektmanager;10;Toolintegration;401;Ist nicht realisierbar;0
R7.11;Das Tool muss die Integration mit Projektmanagement-Tools unterstützen.;4;8;Projektmanager;10;Toolintegration;402;Ist mit Editor hinzuzufügen;1
R7.11;Das Tool muss die Integration mit Projektmanagement-Tools unterstützen.;4;8;Projektmanager;10;Toolintegration;403;Ist einfach hinzuzufügen;2
R7.11;Das Tool muss die Integration mit Projektmanagement-Tools unterstützen.;4;8;Projektmanager;10;Toolintegration;404;Ist gleich verfügbar;3
R7.12;Das Tool muss die Kompatibilität mit Drittanwendungen, einschließlich MS Office-Produkten wie Word und Excel, gewährleisten.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;405;Ist nicht realisierbar;0
R7.12;Das Tool muss die Kompatibilität mit Drittanwendungen, einschließlich MS Office-Produkten wie Word und Excel, gewährleisten.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;406;Ist mit Editor hinzuzufügen;1
R7.12;Das Tool muss die Kompatibilität mit Drittanwendungen, einschließlich MS Office-Produkten wie Word und Excel, gewährleisten.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;407;Ist einfach hinzuzufügen;2
R7.12;Das Tool muss die Kompatibilität mit Drittanwendungen, einschließlich MS Office-Produkten wie Word und Excel, gewährleisten.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;408;Ist gleich verfügbar;3
R7.12.1;Das Tool muss einen halbautomatischen, benutzerinteraktiven Import von Anforderungen aus vorhandenen Dokumenten unterstützen.;4;5;Wirtschaftsanalyst;13;Import;409;Ist nicht realisierbar;0
R7.12.1;Das Tool muss einen halbautomatischen, benutzerinteraktiven Import von Anforderungen aus vorhandenen Dokumenten unterstützen.;4;5;Wirtschaftsanalyst;13;Import;410;Ist mit Editor hinzuzufügen;1
R7.12.1;Das Tool muss einen halbautomatischen, benutzerinteraktiven Import von Anforderungen aus vorhandenen Dokumenten unterstützen.;4;5;Wirtschaftsanalyst;13;Import;411;Ist einfach hinzuzufügen;2
R7.12.1;Das Tool muss einen halbautomatischen, benutzerinteraktiven Import von Anforderungen aus vorhandenen Dokumenten unterstützen.;4;5;Wirtschaftsanalyst;13;Import;412;Ist gleich verfügbar;3
R7.12.2;Das Tool muss die Generierung offizieller und interner Dokumente mithilfe eines Dokumentengenerators unterstützen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;413;Ist nicht realisierbar;0
R7.12.2;Das Tool muss die Generierung offizieller und interner Dokumente mithilfe eines Dokumentengenerators unterstützen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;414;Ist mit Editor hinzuzufügen;1
R7.12.2;Das Tool muss die Generierung offizieller und interner Dokumente mithilfe eines Dokumentengenerators unterstützen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;415;Ist einfach hinzuzufügen;2
R7.12.2;Das Tool muss die Generierung offizieller und interner Dokumente mithilfe eines Dokumentengenerators unterstützen.;5;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;416;Ist gleich verfügbar;3
R7.12.2.1;Der Dokumentengenerator muss vordefinierte Dokumentdefinitionen verwenden, um Dokumente mit aktuellen Daten aus der Datenbank zu erstellen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;417;Ist nicht realisierbar;0
R7.12.2.1;Der Dokumentengenerator muss vordefinierte Dokumentdefinitionen verwenden, um Dokumente mit aktuellen Daten aus der Datenbank zu erstellen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;418;Ist mit Editor hinzuzufügen;1
R7.12.2.1;Der Dokumentengenerator muss vordefinierte Dokumentdefinitionen verwenden, um Dokumente mit aktuellen Daten aus der Datenbank zu erstellen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;419;Ist einfach hinzuzufügen;2
R7.12.2.1;Der Dokumentengenerator muss vordefinierte Dokumentdefinitionen verwenden, um Dokumente mit aktuellen Daten aus der Datenbank zu erstellen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;420;Ist gleich verfügbar;3
R7.12.2.2;Die generierten Dokumente müssen eigenständige Dateien sein und dürfen nicht mehr mit der Datenbank verbunden sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;421;Ist nicht realisierbar;0
R7.12.2.2;Die generierten Dokumente müssen eigenständige Dateien sein und dürfen nicht mehr mit der Datenbank verbunden sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;422;Ist mit Editor hinzuzufügen;1
R7.12.2.2;Die generierten Dokumente müssen eigenständige Dateien sein und dürfen nicht mehr mit der Datenbank verbunden sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;423;Ist einfach hinzuzufügen;2
R7.12.2.2;Die generierten Dokumente müssen eigenständige Dateien sein und dürfen nicht mehr mit der Datenbank verbunden sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;13;Import;424;Ist gleich verfügbar;3
R7.12.2.3;Das Tool muss die generierten Dokumente auf Inkonsistenzen wie Rechtschreibfehler prüfen.;2;7;Tester;14;Analysefunktionen;425;Ist nicht realisierbar;0
R7.12.2.3;Das Tool muss die generierten Dokumente auf Inkonsistenzen wie Rechtschreibfehler prüfen.;2;7;Tester;14;Analysefunktionen;426;Ist mit Editor hinzuzufügen;1
R7.12.2.3;Das Tool muss die generierten Dokumente auf Inkonsistenzen wie Rechtschreibfehler prüfen.;2;7;Tester;14;Analysefunktionen;427;Ist einfach hinzuzufügen;2
R7.12.2.3;Das Tool muss die generierten Dokumente auf Inkonsistenzen wie Rechtschreibfehler prüfen.;2;7;Tester;14;Analysefunktionen;428;Ist gleich verfügbar;3
R7.12.2.4;Das Tool muss eine flexible Konfiguration der Teilmenge der Daten ermöglichen, die in das generierte Dokument einbezogen werden sollen, ähnlich wie bei Ansichten.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;429;Ist nicht realisierbar;0
R7.12.2.4;Das Tool muss eine flexible Konfiguration der Teilmenge der Daten ermöglichen, die in das generierte Dokument einbezogen werden sollen, ähnlich wie bei Ansichten.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;430;Ist mit Editor hinzuzufügen;1
R7.12.2.4;Das Tool muss eine flexible Konfiguration der Teilmenge der Daten ermöglichen, die in das generierte Dokument einbezogen werden sollen, ähnlich wie bei Ansichten.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;431;Ist einfach hinzuzufügen;2
R7.12.2.4;Das Tool muss eine flexible Konfiguration der Teilmenge der Daten ermöglichen, die in das generierte Dokument einbezogen werden sollen, ähnlich wie bei Ansichten.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;432;Ist gleich verfügbar;3
R7.12.2.5;Das Tool muss eine flexible Konfiguration der Formatierung und Positionierung für Elemente im generierten Dokument ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;433;Ist nicht realisierbar;0
R7.12.2.5;Das Tool muss eine flexible Konfiguration der Formatierung und Positionierung für Elemente im generierten Dokument ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;434;Ist mit Editor hinzuzufügen;1
R7.12.2.5;Das Tool muss eine flexible Konfiguration der Formatierung und Positionierung für Elemente im generierten Dokument ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;435;Ist einfach hinzuzufügen;2
R7.12.2.5;Das Tool muss eine flexible Konfiguration der Formatierung und Positionierung für Elemente im generierten Dokument ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;436;Ist gleich verfügbar;3
R7.12.2.6;Der Dokumentengenerator muss die Erstellung von Dokumenten in bestimmten Projektstandardformaten unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;437;Ist nicht realisierbar;0
R7.12.2.6;Der Dokumentengenerator muss die Erstellung von Dokumenten in bestimmten Projektstandardformaten unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;438;Ist mit Editor hinzuzufügen;1
R7.12.2.6;Der Dokumentengenerator muss die Erstellung von Dokumenten in bestimmten Projektstandardformaten unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;439;Ist einfach hinzuzufügen;2
R7.12.2.6;Der Dokumentengenerator muss die Erstellung von Dokumenten in bestimmten Projektstandardformaten unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;440;Ist gleich verfügbar;3
R7.12.2.6.1 ;Der Dokumentengenerator muss Vorlagen zum Generieren von Dokumenten in den unterstützten Standardformaten enthalten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;441;Ist nicht realisierbar;0
R7.12.2.6.1 ;Der Dokumentengenerator muss Vorlagen zum Generieren von Dokumenten in den unterstützten Standardformaten enthalten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;442;Ist mit Editor hinzuzufügen;1
R7.12.2.6.1 ;Der Dokumentengenerator muss Vorlagen zum Generieren von Dokumenten in den unterstützten Standardformaten enthalten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;443;Ist einfach hinzuzufügen;2
R7.12.2.6.1 ;Der Dokumentengenerator muss Vorlagen zum Generieren von Dokumenten in den unterstützten Standardformaten enthalten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;444;Ist gleich verfügbar;3
R7.12.2.6.2;Die generierten Dokumente müssen in einem Standard-Windows- oder MS-Office-Dateiformat gespeichert werden, um Kompatibilität und Portabilität zu gewährleisten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;445;Ist nicht realisierbar;0
R7.12.2.6.2;Die generierten Dokumente müssen in einem Standard-Windows- oder MS-Office-Dateiformat gespeichert werden, um Kompatibilität und Portabilität zu gewährleisten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;446;Ist mit Editor hinzuzufügen;1
R7.12.2.6.2;Die generierten Dokumente müssen in einem Standard-Windows- oder MS-Office-Dateiformat gespeichert werden, um Kompatibilität und Portabilität zu gewährleisten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;447;Ist einfach hinzuzufügen;2
R7.12.2.6.2;Die generierten Dokumente müssen in einem Standard-Windows- oder MS-Office-Dateiformat gespeichert werden, um Kompatibilität und Portabilität zu gewährleisten.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;448;Ist gleich verfügbar;3
R7.12.2.7;Der Dokumentgenerator muss in der Lage sein, neben Anforderungsdaten auch Metainformationen wie den Änderungsverlauf und Angaben zum Eigentum in das generierte Dokument aufzunehmen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;449;Ist nicht realisierbar;0
R7.12.2.7;Der Dokumentgenerator muss in der Lage sein, neben Anforderungsdaten auch Metainformationen wie den Änderungsverlauf und Angaben zum Eigentum in das generierte Dokument aufzunehmen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;450;Ist mit Editor hinzuzufügen;1
R7.12.2.7;Der Dokumentgenerator muss in der Lage sein, neben Anforderungsdaten auch Metainformationen wie den Änderungsverlauf und Angaben zum Eigentum in das generierte Dokument aufzunehmen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;451;Ist einfach hinzuzufügen;2
R7.12.2.7;Der Dokumentgenerator muss in der Lage sein, neben Anforderungsdaten auch Metainformationen wie den Änderungsverlauf und Angaben zum Eigentum in das generierte Dokument aufzunehmen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;452;Ist gleich verfügbar;3
R7.12.2.8;Der Dokumentengenerator muss nicht-textuelle Objekte wie Bilder und Diagramme in die generierten Dokumente einbinden.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;453;Ist nicht realisierbar;0
R7.12.2.8;Der Dokumentengenerator muss nicht-textuelle Objekte wie Bilder und Diagramme in die generierten Dokumente einbinden.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;454;Ist mit Editor hinzuzufügen;1
R7.12.2.8;Der Dokumentengenerator muss nicht-textuelle Objekte wie Bilder und Diagramme in die generierten Dokumente einbinden.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;455;Ist einfach hinzuzufügen;2
R7.12.2.8;Der Dokumentengenerator muss nicht-textuelle Objekte wie Bilder und Diagramme in die generierten Dokumente einbinden.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;456;Ist gleich verfügbar;3
R7.12.2.9;Das Tool muss die automatisierte Dokumentgenerierung als Hintergrundaufgabe unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;457;Ist nicht realisierbar;0
R7.12.2.9;Das Tool muss die automatisierte Dokumentgenerierung als Hintergrundaufgabe unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;458;Ist mit Editor hinzuzufügen;1
R7.12.2.9;Das Tool muss die automatisierte Dokumentgenerierung als Hintergrundaufgabe unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;459;Ist einfach hinzuzufügen;2
R7.12.2.9;Das Tool muss die automatisierte Dokumentgenerierung als Hintergrundaufgabe unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;15;Dokumentgenerierung;460;Ist gleich verfügbar;3
R7.12.2.10;Der Dokumentgenerator muss über eine Programmierschnittstelle oder einen ähnlichen Mechanismus, der vom Tool bereitgestellt wird, erweiterbar sein.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;461;Ist nicht realisierbar;0
R7.12.2.10;Der Dokumentgenerator muss über eine Programmierschnittstelle oder einen ähnlichen Mechanismus, der vom Tool bereitgestellt wird, erweiterbar sein.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;462;Ist mit Editor hinzuzufügen;1
R7.12.2.10;Der Dokumentgenerator muss über eine Programmierschnittstelle oder einen ähnlichen Mechanismus, der vom Tool bereitgestellt wird, erweiterbar sein.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;463;Ist einfach hinzuzufügen;2
R7.12.2.10;Der Dokumentgenerator muss über eine Programmierschnittstelle oder einen ähnlichen Mechanismus, der vom Tool bereitgestellt wird, erweiterbar sein.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;16;Erweiterbarkeit;464;Ist gleich verfügbar;3
R7.12.2.11 ;Das Tool muss den Vergleich verschiedener Versionen desselben Dokuments unterstützen und Änderungen zwischen ihnen erkennen.;5;3;Projektmanager, Wirtschaftsanalyst;3;Dokumentation der Geschichte;465;Ist nicht realisierbar;0
R7.12.2.11 ;Das Tool muss den Vergleich verschiedener Versionen desselben Dokuments unterstützen und Änderungen zwischen ihnen erkennen.;5;3;Projektmanager, Wirtschaftsanalyst;3;Dokumentation der Geschichte;466;Ist mit Editor hinzuzufügen;1
R7.12.2.11 ;Das Tool muss den Vergleich verschiedener Versionen desselben Dokuments unterstützen und Änderungen zwischen ihnen erkennen.;5;3;Projektmanager, Wirtschaftsanalyst;3;Dokumentation der Geschichte;467;Ist einfach hinzuzufügen;2
R7.12.2.11 ;Das Tool muss den Vergleich verschiedener Versionen desselben Dokuments unterstützen und Änderungen zwischen ihnen erkennen.;5;3;Projektmanager, Wirtschaftsanalyst;3;Dokumentation der Geschichte;468;Ist gleich verfügbar;3
R8;Das Tool muss es Benutzern ermöglichen, Daten und eine Lizenz für die Offline-Arbeit auf mobilen Geräten auszuchecken, ohne die Konsistenz und Zugriffsrechte zu beeinträchtigen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;17;Auschecken zur Offline-Nutzung;469;Ist nicht realisierbar;0
R8;Das Tool muss es Benutzern ermöglichen, Daten und eine Lizenz für die Offline-Arbeit auf mobilen Geräten auszuchecken, ohne die Konsistenz und Zugriffsrechte zu beeinträchtigen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;17;Auschecken zur Offline-Nutzung;470;Ist mit Editor hinzuzufügen;1
R8;Das Tool muss es Benutzern ermöglichen, Daten und eine Lizenz für die Offline-Arbeit auf mobilen Geräten auszuchecken, ohne die Konsistenz und Zugriffsrechte zu beeinträchtigen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;17;Auschecken zur Offline-Nutzung;471;Ist einfach hinzuzufügen;2
R8;Das Tool muss es Benutzern ermöglichen, Daten und eine Lizenz für die Offline-Arbeit auf mobilen Geräten auszuchecken, ohne die Konsistenz und Zugriffsrechte zu beeinträchtigen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;17;Auschecken zur Offline-Nutzung;472;Ist gleich verfügbar;3
R9;Das Tool darf keine Obergrenze für die Größe der Datenbank oder die Anzahl der Anforderungen, Benutzer und Gruppen festlegen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;473;Ist nicht realisierbar;0
R9;Das Tool darf keine Obergrenze für die Größe der Datenbank oder die Anzahl der Anforderungen, Benutzer und Gruppen festlegen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;474;Ist mit Editor hinzuzufügen;1
R9;Das Tool darf keine Obergrenze für die Größe der Datenbank oder die Anzahl der Anforderungen, Benutzer und Gruppen festlegen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;475;Ist einfach hinzuzufügen;2
R9;Das Tool darf keine Obergrenze für die Größe der Datenbank oder die Anzahl der Anforderungen, Benutzer und Gruppen festlegen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;476;Ist gleich verfügbar;3
R9.1;Sofern Obergrenzen bestehen, müssen diese klar definiert und dokumentiert werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;477;Ist nicht realisierbar;0
R9.1;Sofern Obergrenzen bestehen, müssen diese klar definiert und dokumentiert werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;478;Ist mit Editor hinzuzufügen;1
R9.1;Sofern Obergrenzen bestehen, müssen diese klar definiert und dokumentiert werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;479;Ist einfach hinzuzufügen;2
R9.1;Sofern Obergrenzen bestehen, müssen diese klar definiert und dokumentiert werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;480;Ist gleich verfügbar;3
R9.2;Das Tool muss Anforderungen unbegrenzter Größe unterstützen und Flexibilität bei der Anforderungsbeschreibung gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;481;Ist nicht realisierbar;0
R9.2;Das Tool muss Anforderungen unbegrenzter Größe unterstützen und Flexibilität bei der Anforderungsbeschreibung gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;482;Ist mit Editor hinzuzufügen;1
R9.2;Das Tool muss Anforderungen unbegrenzter Größe unterstützen und Flexibilität bei der Anforderungsbeschreibung gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;483;Ist einfach hinzuzufügen;2
R9.2;Das Tool muss Anforderungen unbegrenzter Größe unterstützen und Flexibilität bei der Anforderungsbeschreibung gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;484;Ist gleich verfügbar;3
R9.3;Das Tool muss eine unbegrenzte Anzahl von Anforderungen unterstützen und so die Skalierbarkeit für große Projekte gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;485;Ist nicht realisierbar;0
R9.3;Das Tool muss eine unbegrenzte Anzahl von Anforderungen unterstützen und so die Skalierbarkeit für große Projekte gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;486;Ist mit Editor hinzuzufügen;1
R9.3;Das Tool muss eine unbegrenzte Anzahl von Anforderungen unterstützen und so die Skalierbarkeit für große Projekte gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;487;Ist einfach hinzuzufügen;2
R9.3;Das Tool muss eine unbegrenzte Anzahl von Anforderungen unterstützen und so die Skalierbarkeit für große Projekte gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;18;Größenbeschränkungen;488;Ist gleich verfügbar;3
R9.4;Das Tool muss eine unbegrenzte Anzahl von Benutzern unterstützen und so die Skalierbarkeit für große Teams gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;489;Ist nicht realisierbar;0
R9.4;Das Tool muss eine unbegrenzte Anzahl von Benutzern unterstützen und so die Skalierbarkeit für große Teams gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;490;Ist mit Editor hinzuzufügen;1
R9.4;Das Tool muss eine unbegrenzte Anzahl von Benutzern unterstützen und so die Skalierbarkeit für große Teams gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;491;Ist einfach hinzuzufügen;2
R9.4;Das Tool muss eine unbegrenzte Anzahl von Benutzern unterstützen und so die Skalierbarkeit für große Teams gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;492;Ist gleich verfügbar;3
R9.5;Das Tool muss eine unbegrenzte Anzahl von Benutzergruppen und Rollen unterstützen und so die Skalierbarkeit für komplexe Organisationsstrukturen gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;493;Ist nicht realisierbar;0
R9.5;Das Tool muss eine unbegrenzte Anzahl von Benutzergruppen und Rollen unterstützen und so die Skalierbarkeit für komplexe Organisationsstrukturen gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;494;Ist mit Editor hinzuzufügen;1
R9.5;Das Tool muss eine unbegrenzte Anzahl von Benutzergruppen und Rollen unterstützen und so die Skalierbarkeit für komplexe Organisationsstrukturen gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;495;Ist einfach hinzuzufügen;2
R9.5;Das Tool muss eine unbegrenzte Anzahl von Benutzergruppen und Rollen unterstützen und so die Skalierbarkeit für komplexe Organisationsstrukturen gewährleisten.;4;8;Projektmanager;18;Größenbeschränkungen;496;Ist gleich verfügbar;3
R10;Das Tool muss die Systementwicklung durch einen verwaltbaren, organisierten und strukturierten Workflow-Prozess unterstützen.;4;2;Projektmanager, Tester, Wirtschaftsanalyst;19;Workflow-Management;497;Ist nicht realisierbar;0
R10;Das Tool muss die Systementwicklung durch einen verwaltbaren, organisierten und strukturierten Workflow-Prozess unterstützen.;4;2;Projektmanager, Tester, Wirtschaftsanalyst;19;Workflow-Management;498;Ist mit Editor hinzuzufügen;1
